date,main_numbers,bonus_numbers,scope,winners_rank_1,winners_rank_2,winners_rank_3,winners_rank_4,winners_rank_5,winners_rank_6,winners_rank_7,winners_rank_8,winners_rank_9,winners_rank_10,winners_rank_11,winners_rank_12,winners_rank_13
2025-09-19,8 10 26 32 42,9 12,europe,0,1,5,36,677,1383,1615,19071,30632,77812,100763,461345,1168223
2025-09-23,11 13 24 29 33,2 5,europe,0,1,4,64,884,2140,1861,27386,40618,80304,127952,496268,1015359
2025-09-26,4 17 25 28 44,5 11,europe,1,12,17,94,1708,3013,4004,41525,66930,154860,207067,869935,1999731
2025-09-30,3 8 15 17 48,2 8,europe,0,8,2,47,645,1907,1243,26244,29414,59939,127594,406247,848336
2025-10-03,6 12 18 25 41,2 6,europe,1,1,8,67,985,2427,1952,31531,40937,81557,149056,531787,1109294
2025-10-07,24 39 42 43 48,5 8,europe,0,2,3,22,373,1213,851,19086,18910,40481,112362,294871,623926
2025-10-10,6 7 17 20 21,1 10,europe,1,11,13,37,897,1656,2549,21288,38649,107097,100891,501601,1360688
2025-10-14,5 8 14 16 18,3 10,europe,0,2,8,26,708,1318,1702,17604,27890,67762,87453,372233,876026
2025-10-17,13 35 39 44 47,3 5,europe,0,1,6,37,635,1585,1242,25880,30386,60552,146767,444580,888164
2025-10-21,5 24 29 40 42,6 12,europe,0,0,4,16,443,977,1097,14683,20790,53264,77393,317298,812936
2025-10-24,7 8 25 31 45,7 12,europe,0,2,12,32,854,1430,1784,21481,36614,80170,109256,521011,1166133
2025-10-28,7 8 24 35 49,2 12,europe,0,1,9,22,533,1051,1321,15057,24554,61526,79662,363956,917369
2025-10-31,5 14 38 43 45,7 11,europe,0,2,6,41,704,1646,1545,26385,34264,75210,148030,528099,1165262
2025-11-04,6 9 25 28 45,1 4,europe,0,3,8,29,711,1404,1759,19536,30878,74726,98351,431470,1023577
2025-11-07,11 21 39 40 43,2 8,europe,0,4,7,30,695,1983,1459,31389,34361,76186,181670,526727,1164335
2025-11-11,4 22 32 36 47,2 10,europe,0,2,4,31,593,1351,1353,19910,26686,62698,108725,400105,944285
2025-11-14,9 26 27 45 48,8 9,europe,0,3,4,41,852,1949,1706,27927,43975,88029,145774,650475,1317488
2025-11-18,2 4 15 21 48,6 12,europe,0,6,8,35,744,1488,1940,22269,33187,83955,115687,479072,1219556
2025-11-21,17 19 29 35 48,5 9,europe,0,5,9,67,1034,2862,2348,42501,49206,99866,221576,703948,1454386
2025-11-25,6 11 17 35 44,3 7,europe,0,0,13,73,985,3109,1979,44655,44650,88922,231707,624136,1240535
2025-11-28,5 29 33 39 42,3 9,europe,1,5,6,60,1054,2987,2222,46143,49711,102915,243240,749530,1533526
2025-12-02,4 13 14 20 41,6 12,europe,0,2,9,23,467,1004,1141,14715,21976,58195,78527,326849,860109
2025-12-05,9 15 25 34 46,8 12,europe,0,2,14,48,1097,2013,2755,30712,48247,119175,164376,712359,1772798
2025-12-09,2 8 13 29 49,2 11,europe,1,7,11,46,971,1982,2143,28586,41793,93471,143957,571700,1301047
2025-12-12,7 25 30 37 41,5 11,europe,1,4,5,26,611,1447,1460,21430,30341,68638,115000,457820,1031927
2025-12-16,14 16 40 41 44,2 10,europe,0,1,7,16,418,979,925,14388,18645,44138,81894,293965,693990
2025-12-19,17 21 39 43 44,1 11,europe,0,2,6,17,647,1197,1589,18490,28182,72337,101590,417169,1095056
2025-12-23,8 26 27 29 44,11 12,europe,0,6,8,22,614,1046,1459,15398,27189,75938,81923,382289,1073472
2025-12-26,12 22 32 36 48,3 4,europe,1,9,8,23,801,1407,1654,19713,32786,66857,110345,463404,939287
2025-12-30,11 26 29 34 44,1 10,europe,0,1,6,22,493,962,1405,14686,23190,63325,77735,337455,918795
2026-01-02,8 27 42 44 46,1 10,europe,0,4,9,37,619,1344,1563,19962,29286,76932,107521,435736,1161243
2026-01-06,5 14 17 18 31,10 12,europe,0,0,3,22,540,1007,1693,13573,22783,71070,68508,313379,962787
2026-01-09,1 7 10 26 34,2 4,europe,0,6,9,45,928,1945,2090,26684,40232,88601,133462,550548,1194409
2026-01-13,6 10 18 44 47,2 10,europe,0,3,6,22,573,1292,1350,19414,25611,59191,99749,383361,894698
2026-01-16,5 17 24 29 50,5 10,europe,0,3,16,52,1028,2143,2257,29909,43718,97505,148081,606740,1353642
2026-01-20,11 18 19 22 50,1 11,europe,0,2,3,40,615,1406,1468,19497,28948,71902,95225,412376,1058593
2026-01-23,4 5 13 21 42,3 10,europe,0,2,6,60,1034,2305,2531,30529,47096,107828,151415,644533,1429692
2026-01-27,4 23 42 43 47,3 9,europe,0,0,8,24,574,1638,1092,26682,26850,56729,142515,441567,882221
2026-01-30,14 18 31 35 46,7 11,europe,1,3,7,50,854,1892,1874,28458,38283,83970,155850,575481,1257673
2026-02-03,26 27 28 34 37,4 9,europe,0,1,7,18,388,1151,877,19584,18939,41789,111331,312092,690122
2026-02-06,10 13 20 23 24,6 11,europe,0,5,14,37,984,1623,2662,22579,38119,100007,110407,499088,1258739
2026-02-10,1 17 19 34 42,5 8,europe,0,0,6,39,551,1631,1144,23940,25601,56574,127436,370210,797590
2026-02-13,9 13 31 37 40,6 9,europe,0,3,7,55,837,2259,1771,33340,39671,83918,171434,579594,1231716
2026-02-17,1 4 6 10 41,5 12,europe,0,5,4,30,664,1087,1653,15352,26733,67841,81765,372429,905276
2026-02-20,13 24 28 33 35,5 9,europe,0,7,10,66,1412,3804,2881,52618,62730,129858,261719,877573,1834281
2026-02-24,10 27 40 43 47,6 10,europe,0,4,6,40,772,1764,1740,25330,33171,77066,136052,505784,1178407
2026-02-27,14 24 27 39 42,6 10,europe,0,14,31,76,1610,2710,3615,36233,54853,130052,185628,734167,1755815
2026-03-03,6 7 24 34 50,5 7,europe,0,6,5,46,915,2592,1744,41288,43355,86078,225691,677964,1342534
2026-03-06,15 16 19 28 37,6 9,europe,0,5,9,75,1355,3475,2990,48703,62853,135577,251189,870310,1887204
2026-03-10,12 14 27 44 50,4 12,europe,1,2,10,52,1125,2306,2598,32452,48880,119072,163108,704669,1744382
2026-03-13,13 17 26 41 48,4 10,europe,0,2,5,54,867,1980,2202,27769,39875,97919,142691,569073,1399692
2026-03-17,5 17 28 33 41,3 9,europe,0,12,16,52,842,1906,1621,25081,30247,59922,125629,395936,813883
2026-03-20,5 12 16 37 46,8 10,europe,0,3,3,20,659,1314,1422,19313,29512,69774,101943,436798,1048414
2026-03-24,12 16 17 18 27,1 3,europe,0,3,9,29,804,1602,1645,20456,31703,70112,95948,433402,950092
2026-03-27,4 10 43 44 48,2 4,europe,0,2,6,31,605,1398,1172,23682,29474,60402,133485,478401,990321
2026-03-31,5 8 10 33 38,2 7,europe,0,3,6,42,573,1818,1335,27033,30287,63580,140223,454155,924494
2026-04-03,8 27 29 46 49,2 10,europe,0,3,3,42,617,1583,1462,22828,30417,72157,120579,459870,1100234
2026-04-07,11 14 19 36 49,6 7,europe,0,5,3,33,617,1342,1242,20355,28764,56719,107960,435910,864402
2026-04-10,10 13 14 38 41,6 9,europe,0,3,3,42,860,2122,1767,32793,37799,82775,176245,587746,1280340
2026-04-14,1 2 4 28 44,5 12,europe,0,2,2,37,662,1408,1597,20342,32379,80566,109721,466267,1122055
2026-04-17,22 23 28 41 47,6 8,europe,0,3,13,37,853,2083,1721,34393,41164,90194,192949,663338,1455435
2026-04-21,13 16 29 40 47,3 4,europe,3,5,10,34,819,1543,1645,23601,37302,76810,130852,555464,1139139
2026-04-24,25 26 30 40 45,1 5,europe,0,3,8,17,570,1329,1242,19949,28326,58532,108046,409643,881728
2026-04-28,26 29 41 46 47,8 9,europe,0,1,1,17,367,869,845,13006,18776,40046,73556,300164,629888
2026-05-01,3 9 42 46 47,1 11,europe,0,4,4,27,526,1229,1281,19149,26222,62446,104637,418568,1042979
2026-05-05,3 4 8 20 31,6 8,europe,0,4,6,43,839,1607,1525,21603,31857,66559,108130,421221,894639
2026-05-08,2 17 19 34 37,8 11,europe,0,3,13,25,784,1489,1922,21299,33335,80745,110595,483556,1159111
2026-05-12,4 26 32 35 36,5 7,europe,0,0,3,23,414,1359,984,22052,22838,47072,137523,369066,748811
2026-05-15,3 10 38 41 43,2 9,europe,0,1,2,27,568,1577,1324,25304,29717,64558,143226,470189,1015066
2026-05-19,2 12 20 38 45,2 5,europe,0,3,9,23,640,1623,1365,24973,30031,58287,128487,432564,858994
2026-05-22,6 22 26 31 37,5 8,europe,0,5,5,49,832,2357,1663,35864,38001,81809,195050,568167,1214421
2026-05-26,6 23 25 35 37,6 12,europe,0,1,2,18,578,1298,1291,19021,27104,66392,100048,408086,1004678
2026-05-29,5 14 18 31 35,2 12,europe,0,9,11,42,990,1777,2631,25593,41495,103967,134217,595679,1495645
2026-06-02,6 9 17 18 42,7 9,europe,0,4,7,54,1132,2764,2032,39480,51293,98632,186839,701061,1381662
2026-06-05,5 6 16 17 49,2 12,europe,0,3,12,37,1096,2181,2475,33566,50504,123783,175938,762299,1873424
2026-06-09,2 7 23 44 46,3 5,europe,1,6,9,54,968,2576,2055,38150,52650,100180,201996,745660,1424090
